"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"congruent","1","3","6","a","724","3","144"
"congruent","1","3","2","l","575","5","144"
"incongruent","0","2","5","a","962","3","144"
"incongruent","0","3","4","l","1142","7","144"
"incongruent","0","3","4","l","3630","7","144"
"incongruent","1","2","6","l","2154","4","144"
"congruent","1","3","4","l","1042","7","144"
"incongruent","1","1","4","l","691","3","144"
"congruent","1","2","4","l","633","6","144"
"congruent","1","2","2","l","676","4","144"
"incongruent","1","1","4","a","863","5","144"
"incongruent","1","3","7","l","1302","4","144"
"congruent","1","4","6","a","768","2","144"
"incongruent","1","2","6","l","891","4","144"
"congruent","1","2","5","a","613","3","144"
"incongruent","1","4","7","l","1000","3","144"
"incongruent","1","2","4","a","2592","6","144"
"congruent","1","4","8","a","1326","4","144"
"congruent","1","3","5","a","724","2","144"
"incongruent","1","1","2","a","1271","3","144"
"incongruent","1","1","5","l","611","4","144"
"incongruent","1","1","3","a","618","4","144"
"congruent","1","1","4","l","793","5","144"
"incongruent","0","2","2","l","1670","4","144"
"incongruent","1","3","2","a","1035","5","144"
"incongruent","1","3","6","l","742","3","144"
"congruent","1","3","4","l","834","7","144"
"congruent","1","4","2","l","703","6","144"
"congruent","1","1","3","l","722","4","144"
"congruent","1","2","4","l","676","6","144"
"congruent","1","3","7","a","552","4","144"
"incongruent","1","4","7","l","751","3","144"
"congruent","1","3","5","a","521","2","144"
"congruent","1","3","2","l","519","5","144"
"congruent","1","3","7","a","560","4","144"
"congruent","1","2","6","a","489","4","144"
"congruent","1","4","6","a","573","2","144"
"congruent","1","4","3","l","549","7","144"
"congruent","1","3","6","a","449","3","144"
"incongruent","1","2","4","l","512","2","144"
"congruent","0","2","2","a","619","4","144"
"incongruent","1","1","3","a","851","4","144"
"congruent","1","4","4","l","579","8","144"
"congruent","1","2","4","a","640","2","144"
"incongruent","1","4","8","l","739","4","144"
"incongruent","0","4","2","l","1282","6","144"
"incongruent","1","3","7","l","675","4","144"
"congruent","1","2","6","a","850","4","144"
"incongruent","1","4","4","a","808","8","144"
"congruent","1","3","3","l","573","6","144"
"congruent","1","3","3","l","592","6","144"
"incongruent","1","1","4","l","741","3","144"
"congruent","1","4","3","l","675","7","144"
"incongruent","1","3","2","a","612","5","144"
"incongruent","1","3","6","l","638","3","144"
"congruent","1","2","4","a","578","2","144"
"incongruent","1","3","3","a","795","6","144"
"incongruent","1","4","3","a","531","7","144"
"incongruent","1","4","3","a","542","7","144"
"incongruent","1","2","5","l","718","3","144"
"congruent","1","1","4","l","716","5","144"
"incongruent","1","4","4","a","660","8","144"
"incongruent","1","4","6","l","559","2","144"
"congruent","1","4","7","a","535","3","144"
"incongruent","1","3","5","l","622","2","144"
"congruent","1","4","7","a","583","3","144"
"incongruent","1","2","4","l","565","2","144"
"congruent","1","2","3","l","539","5","144"
"congruent","1","1","3","a","734","2","144"
"incongruent","1","4","6","l","566","2","144"
"incongruent","1","1","4","a","496","5","144"
"incongruent","1","3","5","l","506","2","144"
"congruent","1","1","5","a","528","4","144"
"congruent","1","1","4","a","394","3","144"
"congruent","1","4","4","l","624","8","144"
"congruent","1","1","5","a","599","4","144"
"congruent","1","2","3","l","497","5","144"
"incongruent","1","1","3","l","545","2","144"
"congruent","1","1","3","a","487","2","144"
"incongruent","1","4","8","l","494","4","144"
"congruent","1","1","3","l","532","4","144"
"incongruent","1","2","3","a","814","5","144"
"congruent","1","4","2","l","475","6","144"
"incongruent","1","4","2","a","392","6","144"
"incongruent","1","2","2","a","526","4","144"
"incongruent","1","1","3","l","411","2","144"
"congruent","1","1","4","a","514","3","144"
"congruent","1","1","2","l","533","3","144"
"incongruent","1","1","2","a","584","3","144"
"congruent","1","4","8","a","490","4","144"
"congruent","1","1","2","l","598","3","144"
"congruent","1","2","5","a","513","3","144"
"incongruent","1","1","5","l","556","4","144"
"incongruent","1","3","3","a","449","6","144"
"incongruent","1","2","3","a","498","5","144"
"incongruent","1","2","4","a","594","6","144"
"congruent","1","3","2","l","566","5","144"
"congruent","1","2","5","a","428","3","144"
"congruent","1","3","2","l","464","5","144"
"congruent","1","4","3","l","492","7","144"
"congruent","1","1","4","l","492","5","144"
"incongruent","1","3","5","l","428","2","144"
"incongruent","0","4","7","a","407","3","144"
"incongruent","1","4","3","a","834","7","144"
"congruent","1","3","7","a","698","4","144"
"congruent","1","2","2","l","663","4","144"
"congruent","1","4","4","l","673","8","144"
"incongruent","1","1","3","l","541","2","144"
"incongruent","1","2","3","a","695","5","144"
"incongruent","1","2","4","l","542","2","144"
"congruent","1","2","6","a","467","4","144"
"incongruent","1","4","6","l","582","2","144"
"incongruent","1","2","6","l","555","4","144"
"congruent","1","3","5","a","527","2","144"
"congruent","1","2","4","l","464","6","144"
"congruent","1","3","6","a","465","3","144"
"incongruent","1","1","2","a","649","3","144"
"incongruent","1","1","3","l","406","2","144"
"congruent","1","1","4","a","390","3","144"
"congruent","1","1","5","a","394","4","144"
"incongruent","1","1","3","a","526","4","144"
"incongruent","1","4","4","a","593","8","144"
"congruent","1","2","3","l","520","5","144"
"incongruent","1","1","5","l","554","4","144"
"incongruent","1","3","7","l","500","4","144"
"incongruent","1","3","4","a","472","7","144"
"incongruent","1","2","2","a","494","4","144"
"incongruent","1","4","4","a","561","8","144"
"congruent","1","3","3","l","581","6","144"
"incongruent","1","2","4","a","743","6","144"
"incongruent","1","3","6","l","542","3","144"
"incongruent","1","3","2","a","870","5","144"
"incongruent","1","1","5","l","809","4","144"
"congruent","1","3","5","a","559","2","144"
"congruent","1","1","2","l","597","3","144"
"congruent","1","3","3","l","622","6","144"
"congruent","0","4","6","l","465","2","144"
"congruent","1","1","3","l","517","4","144"
"incongruent","1","1","2","a","786","3","144"
"incongruent","1","2","2","a","548","4","144"
"congruent","1","1","4","a","649","3","144"
"congruent","1","1","3","l","597","4","144"
"incongruent","1","1","4","a","472","5","144"
"incongruent","1","1","3","a","545","4","144"
"incongruent","1","2","4","a","425","6","144"
"congruent","1","1","2","l","515","3","144"
"congruent","1","2","4","l","367","6","144"
"incongruent","1","2","4","l","594","2","144"
"congruent","1","3","7","a","518","4","144"
"incongruent","0","2","5","a","406","3","144"
"incongruent","1","3","3","a","923","6","144"
"congruent","1","4","8","a","590","4","144"
"incongruent","1","3","3","a","735","6","144"
"congruent","1","2","5","a","479","3","144"
"incongruent","1","2","6","l","565","4","144"
"incongruent","1","1","4","l","539","3","144"
"congruent","1","2","2","l","651","4","144"
"congruent","1","3","6","a","596","3","144"
"incongruent","1","4","8","l","493","4","144"
"congruent","1","4","4","l","419","8","144"
"congruent","1","2","4","a","503","2","144"
"incongruent","1","3","2","a","597","5","144"
"congruent","1","4","2","l","390","6","144"
"incongruent","1","4","7","l","649","3","144"
"incongruent","1","4","6","l","890","2","144"
"incongruent","1","3","4","a","567","7","144"
"congruent","1","3","4","l","613","7","144"
"congruent","1","2","3","l","486","5","144"
"incongruent","1","4","2","a","679","6","144"
"congruent","0","4","8","l","542","4","144"
"incongruent","1","3","5","l","762","2","144"
"congruent","1","4","2","l","480","6","144"
"congruent","1","4","3","l","470","7","144"
"congruent","1","4","7","a","486","3","144"
"incongruent","1","4","8","l","446","4","144"
"incongruent","1","1","4","l","782","3","144"
"congruent","1","1","5","a","454","4","144"
"congruent","1","3","4","l","418","7","144"
