"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"incongruent","1","3","2","a","1320","5","152"
"incongruent","1","2","6","l","897","4","152"
"congruent","1","4","3","l","716","7","152"
"congruent","1","3","7","a","788","4","152"
"congruent","1","2","2","l","719","4","152"
"congruent","1","3","5","a","607","2","152"
"incongruent","1","4","8","l","613","4","152"
"incongruent","1","3","4","a","869","7","152"
"congruent","1","1","3","l","783","4","152"
"congruent","1","2","4","a","759","2","152"
"congruent","1","1","4","a","698","3","152"
"congruent","1","3","6","a","645","3","152"
"incongruent","1","3","7","l","743","4","152"
"congruent","1","2","4","a","757","2","152"
"incongruent","1","1","3","a","1242","4","152"
"incongruent","1","2","4","l","862","2","152"
"incongruent","1","1","2","a","864","3","152"
"congruent","1","3","3","l","769","6","152"
"incongruent","1","2","3","a","797","5","152"
"incongruent","1","4","7","l","822","3","152"
"congruent","1","1","4","l","930","5","152"
"incongruent","1","4","3","a","703","7","152"
"congruent","1","3","2","l","750","5","152"
"incongruent","1","4","2","a","616","6","152"
"incongruent","1","4","6","l","678","2","152"
"incongruent","1","2","5","l","929","3","152"
"congruent","1","2","3","l","868","5","152"
"congruent","1","4","7","a","643","3","152"
"congruent","1","4","4","l","701","8","152"
"incongruent","1","1","5","l","723","4","152"
"incongruent","1","1","3","l","835","2","152"
"incongruent","1","2","6","l","730","4","152"
"incongruent","1","1","4","l","804","3","152"
"incongruent","1","3","6","l","723","3","152"
"congruent","1","4","4","l","818","8","152"
"incongruent","1","2","2","a","871","4","152"
"congruent","1","4","7","a","929","3","152"
"congruent","1","1","3","a","660","2","152"
"congruent","1","4","6","a","1071","2","152"
"incongruent","1","2","4","l","862","2","152"
"incongruent","1","1","2","a","766","3","152"
"incongruent","1","3","5","l","829","2","152"
"incongruent","1","3","3","a","880","6","152"
"congruent","1","4","2","l","702","6","152"
"congruent","1","1","3","l","619","4","152"
"incongruent","1","4","4","a","704","8","152"
"congruent","1","3","4","l","694","7","152"
"congruent","1","3","6","a","624","3","152"
"congruent","1","2","6","a","818","4","152"
"incongruent","1","2","5","l","869","3","152"
"incongruent","1","3","7","l","721","4","152"
"incongruent","1","4","7","l","756","3","152"
"incongruent","1","1","4","a","752","5","152"
"incongruent","1","4","3","a","1042","7","152"
"congruent","1","2","4","l","790","6","152"
"incongruent","1","1","3","a","749","4","152"
"congruent","1","1","4","a","908","3","152"
"incongruent","1","3","5","l","876","2","152"
"incongruent","1","1","4","l","763","3","152"
"congruent","1","2","2","l","864","4","152"
"incongruent","1","1","5","l","810","4","152"
"incongruent","1","1","3","l","862","2","152"
"congruent","1","3","5","a","805","2","152"
"incongruent","1","4","8","l","794","4","152"
"congruent","1","4","2","l","730","6","152"
"incongruent","1","3","3","a","726","6","152"
"incongruent","1","2","4","a","875","6","152"
"congruent","1","3","2","l","692","5","152"
"congruent","1","2","4","l","754","6","152"
"incongruent","1","2","2","a","634","4","152"
"incongruent","1","2","3","a","905","5","152"
"incongruent","1","4","2","a","706","6","152"
"congruent","1","3","4","l","694","7","152"
"congruent","1","4","3","l","642","7","152"
"congruent","1","1","3","a","838","2","152"
"incongruent","1","4","6","l","695","2","152"
"congruent","1","2","3","l","715","5","152"
"congruent","1","1","5","a","687","4","152"
"incongruent","1","2","4","a","895","6","152"
"congruent","1","4","8","a","731","4","152"
"congruent","1","2","5","a","768","3","152"
"incongruent","1","1","4","a","802","5","152"
"congruent","1","1","4","l","1013","5","152"
