"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"incongruent","1","4","2","a","1880","6","132"
"congruent","1","2","3","l","553","5","132"
"congruent","1","1","5","a","512","4","132"
"congruent","1","1","5","a","541","4","132"
"congruent","1","3","5","a","555","2","132"
"congruent","1","4","7","a","521","3","132"
"incongruent","1","4","7","l","483","3","132"
"congruent","1","2","4","a","481","2","132"
"incongruent","1","4","6","l","393","2","132"
"incongruent","1","1","2","a","440","3","132"
"congruent","1","4","2","l","365","6","132"
"incongruent","1","4","8","l","546","4","132"
"congruent","1","4","8","a","480","4","132"
"congruent","1","4","4","l","407","8","132"
"congruent","1","2","4","l","429","6","132"
"incongruent","1","2","4","l","450","2","132"
"incongruent","1","4","2","a","448","6","132"
"congruent","1","3","3","l","396","6","132"
"incongruent","1","3","5","l","542","2","132"
"incongruent","0","4","7","a","417","3","132"
"congruent","1","2","3","l","625","5","132"
"incongruent","1","1","3","l","537","2","132"
"congruent","1","2","5","a","453","3","132"
"congruent","1","4","6","a","419","2","132"
"incongruent","1","1","5","l","438","4","132"
"congruent","1","1","4","l","499","5","132"
"congruent","1","3","6","a","380","3","132"
"incongruent","1","4","8","l","423","4","132"
"incongruent","1","1","5","l","443","4","132"
"incongruent","1","4","4","a","408","8","132"
"congruent","1","1","3","l","474","4","132"
"incongruent","1","3","4","a","415","7","132"
"congruent","1","2","5","a","522","3","132"
"congruent","1","1","3","a","423","2","132"
"incongruent","1","4","6","l","773","2","132"
"incongruent","1","3","2","a","382","5","132"
"incongruent","1","3","7","l","389","4","132"
"incongruent","1","2","2","a","575","4","132"
"incongruent","1","3","2","a","522","5","132"
"congruent","1","2","2","l","447","4","132"
"incongruent","1","1","3","a","492","4","132"
"congruent","1","3","6","a","483","3","132"
"congruent","1","3","5","a","479","2","132"
"congruent","1","1","2","l","459","3","132"
"congruent","1","4","7","a","387","3","132"
"incongruent","1","2","4","a","506","6","132"
"congruent","1","4","2","l","462","6","132"
"congruent","1","4","3","l","388","7","132"
"incongruent","1","1","4","a","372","5","132"
"congruent","1","3","4","l","406","7","132"
"incongruent","1","3","4","a","455","7","132"
"congruent","1","4","8","a","440","4","132"
"congruent","1","2","2","l","405","4","132"
"congruent","1","3","2","l","435","5","132"
"congruent","1","4","4","l","399","8","132"
"incongruent","1","2","2","a","413","4","132"
"congruent","1","1","4","l","444","5","132"
"congruent","1","2","6","a","395","4","132"
"congruent","1","1","4","a","417","3","132"
"congruent","1","1","3","a","394","2","132"
"incongruent","1","2","3","a","403","5","132"
"incongruent","1","1","4","l","433","3","132"
"incongruent","1","4","3","a","410","7","132"
"incongruent","1","2","4","a","483","6","132"
