"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"congruent","1","4","4","l","1209","8","119"
"congruent","1","1","5","a","938","4","119"
"congruent","1","3","4","l","606","7","119"
"incongruent","1","3","3","a","978","6","119"
"incongruent","1","4","4","a","824","8","119"
"incongruent","1","4","4","a","646","8","119"
"incongruent","1","3","4","a","849","7","119"
"incongruent","1","3","3","a","579","6","119"
"incongruent","1","4","6","l","541","2","119"
"congruent","1","3","2","l","554","5","119"
"incongruent","1","2","2","a","640","4","119"
"incongruent","1","2","4","l","534","2","119"
"incongruent","1","2","4","l","564","2","119"
"congruent","1","3","6","a","559","3","119"
"congruent","1","3","7","a","912","4","119"
"congruent","1","4","3","l","766","7","119"
"incongruent","1","4","3","a","763","7","119"
"incongruent","1","3","2","a","737","5","119"
"congruent","1","2","4","l","579","6","119"
"incongruent","1","1","3","a","722","4","119"
"congruent","1","1","3","l","546","4","119"
"congruent","1","1","3","a","507","2","119"
"incongruent","1","3","2","a","898","5","119"
"congruent","1","2","2","l","539","4","119"
"congruent","1","2","2","l","618","4","119"
"incongruent","1","1","3","l","713","2","119"
"congruent","1","1","4","l","474","5","119"
"incongruent","1","1","2","a","570","3","119"
"incongruent","1","1","5","l","586","4","119"
"congruent","1","4","4","l","517","8","119"
"incongruent","1","4","3","a","435","7","119"
"incongruent","1","1","3","l","566","2","119"
"incongruent","1","3","5","l","761","2","119"
"congruent","1","1","3","a","503","2","119"
"congruent","1","4","8","a","408","4","119"
"incongruent","1","4","8","l","519","4","119"
"congruent","1","4","6","a","1021","2","119"
"incongruent","1","1","4","a","539","5","119"
"incongruent","1","3","4","a","530","7","119"
"incongruent","1","1","5","l","444","4","119"
"incongruent","1","4","7","l","578","3","119"
"congruent","1","4","7","a","539","3","119"
"incongruent","1","1","3","a","518","4","119"
"incongruent","1","2","6","l","444","4","119"
"congruent","1","4","2","l","421","6","119"
"incongruent","1","2","4","a","556","6","119"
"incongruent","1","3","5","l","410","2","119"
"congruent","1","4","7","a","478","3","119"
"incongruent","1","2","5","l","437","3","119"
"congruent","1","3","3","l","480","6","119"
"incongruent","1","2","2","a","538","4","119"
"incongruent","1","2","3","a","441","5","119"
