"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"incongruent","0","2","6","a","5626","4","110"
"congruent","1","2","4","a","2203","2","110"
"congruent","1","3","2","l","1100","5","110"
"congruent","1","3","5","a","535","2","110"
"congruent","1","4","3","l","613","7","110"
"congruent","1","3","6","a","687","3","110"
"incongruent","1","1","4","a","1105","5","110"
"incongruent","1","1","5","l","695","4","110"
"congruent","1","2","4","a","535","2","110"
"incongruent","1","1","3","a","897","4","110"
"incongruent","1","3","6","l","653","3","110"
"incongruent","1","2","3","a","647","5","110"
"incongruent","1","1","2","a","563","3","110"
"congruent","1","4","7","a","451","3","110"
"congruent","1","3","2","l","462","5","110"
"incongruent","1","1","3","l","555","2","110"
"congruent","1","1","3","l","482","4","110"
"incongruent","1","3","7","l","825","4","110"
"incongruent","1","4","6","l","628","2","110"
"incongruent","1","3","2","a","575","5","110"
"incongruent","1","2","4","a","552","6","110"
"congruent","1","1","4","l","534","5","110"
"congruent","1","3","4","l","459","7","110"
"congruent","1","4","8","a","496","4","110"
"congruent","1","4","6","a","499","2","110"
"incongruent","1","4","8","l","438","4","110"
"incongruent","1","2","4","a","462","6","110"
"incongruent","1","4","7","l","629","3","110"
"congruent","1","2","2","l","443","4","110"
"incongruent","1","1","4","l","523","3","110"
"congruent","1","1","3","l","403","4","110"
"congruent","1","4","8","a","524","4","110"
"incongruent","1","3","5","l","408","2","110"
"congruent","1","4","4","l","460","8","110"
"incongruent","1","2","4","l","691","2","110"
"incongruent","1","1","2","a","462","3","110"
"congruent","1","3","5","a","451","2","110"
"congruent","1","2","3","l","389","5","110"
"incongruent","1","3","3","a","418","6","110"
"congruent","0","3","7","l","422","4","110"
"congruent","1","3","4","l","517","7","110"
"incongruent","1","4","3","a","512","7","110"
"congruent","1","3","7","a","443","4","110"
"congruent","1","3","6","a","506","3","110"
"incongruent","1","1","3","a","548","4","110"
"congruent","1","2","4","l","533","6","110"
"congruent","1","1","2","l","483","3","110"
"incongruent","1","2","4","l","619","2","110"
"incongruent","1","3","6","l","474","3","110"
"incongruent","1","1","4","a","480","5","110"
"incongruent","1","1","5","l","422","4","110"
"incongruent","1","4","2","a","614","6","110"
"congruent","1","4","2","l","462","6","110"
"congruent","1","2","5","a","464","3","110"
"congruent","1","3","3","l","367","6","110"
"incongruent","1","2","5","l","523","3","110"
"congruent","1","1","3","a","490","2","110"
"incongruent","1","4","8","l","848","4","110"
"congruent","1","3","3","l","485","6","110"
"incongruent","1","2","3","a","454","5","110"
"incongruent","1","2","5","l","454","3","110"
"incongruent","1","2","2","a","552","4","110"
"congruent","1","1","4","l","517","5","110"
"incongruent","1","3","4","a","399","7","110"
"incongruent","1","3","4","a","458","7","110"
"congruent","1","4","4","l","421","8","110"
"congruent","1","4","2","l","450","6","110"
"congruent","1","4","7","a","422","3","110"
"congruent","1","1","2","l","502","3","110"
"congruent","1","1","5","a","455","4","110"
"incongruent","1","4","6","l","533","2","110"
"congruent","1","4","6","a","486","2","110"
"congruent","1","2","6","a","673","4","110"
"incongruent","1","2","6","l","429","4","110"
"incongruent","1","4","7","l","490","3","110"
"incongruent","1","4","4","a","678","8","110"
"incongruent","1","2","2","a","522","4","110"
"incongruent","1","1","4","l","463","3","110"
"congruent","1","1","3","a","374","2","110"
"incongruent","1","1","3","l","324","2","110"
"incongruent","1","4","4","a","382","8","110"
"congruent","1","4","3","l","421","7","110"
"incongruent","1","3","7","l","731","4","110"
"congruent","1","1","4","a","440","3","110"
"congruent","1","2","6","a","428","4","110"
"incongruent","1","4","3","a","411","7","110"
"incongruent","1","3","2","a","556","5","110"
"congruent","1","2","4","l","470","6","110"
"congruent","1","2","2","l","393","4","110"
"congruent","1","2","5","a","405","3","110"
"incongruent","1","3","3","a","382","6","110"
"congruent","1","2","3","l","486","5","110"
"incongruent","1","3","5","l","611","2","110"
"incongruent","1","4","2","a","422","6","110"
"congruent","1","1","5","a","406","4","110"
"congruent","1","1","4","a","440","3","110"
"incongruent","1","3","5","l","1753","2","110"
"congruent","1","4","4","l","674","8","110"
"congruent","1","1","2","l","498","3","110"
"congruent","1","4","6","a","439","2","110"
"incongruent","1","3","3","a","441","6","110"
"incongruent","1","2","2","a","554","4","110"
"congruent","1","3","4","l","408","7","110"
"congruent","1","2","5","a","396","3","110"
"incongruent","1","4","8","l","374","4","110"
"congruent","1","3","2","l","394","5","110"
"congruent","1","2","3","l","372","5","110"
"congruent","1","2","4","l","601","6","110"
"congruent","1","4","3","l","394","7","110"
"congruent","1","1","5","a","404","4","110"
"congruent","1","1","4","a","392","3","110"
"congruent","1","2","2","l","341","4","110"
"incongruent","1","4","8","l","356","4","110"
"congruent","1","4","8","a","447","4","110"
"congruent","1","4","2","l","406","6","110"
"congruent","1","3","4","l","370","7","110"
"congruent","1","2","6","a","472","4","110"
"incongruent","0","4","6","a","411","2","110"
"incongruent","1","2","4","l","678","2","110"
"incongruent","1","4","6","l","426","2","110"
"congruent","1","1","4","l","753","5","110"
"congruent","1","2","4","a","518","2","110"
"incongruent","1","4","4","a","575","8","110"
"congruent","1","3","7","a","736","4","110"
"incongruent","1","3","4","a","569","7","110"
"incongruent","1","4","7","l","485","3","110"
"incongruent","1","1","4","l","737","3","110"
"incongruent","1","3","6","l","537","3","110"
"congruent","1","1","2","l","489","3","110"
