"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"congruent","1","2","4","l","22017","6","149"
"congruent","1","1","2","l","2076","3","149"
"incongruent","1","3","2","a","1908","5","149"
"incongruent","1","3","5","l","811","2","149"
"incongruent","1","1","4","l","1418","3","149"
"congruent","1","2","2","l","810","4","149"
"congruent","1","3","5","a","798","2","149"
"congruent","1","2","2","l","693","4","149"
"congruent","1","1","3","a","893","2","149"
"congruent","1","4","8","a","1464","4","149"
"congruent","1","4","6","a","1471","2","149"
"incongruent","1","3","6","l","909","3","149"
"congruent","1","1","5","a","1714","4","149"
"congruent","1","2","6","a","1302","4","149"
"incongruent","1","4","4","a","1495","8","149"
"incongruent","1","1","4","a","1128","5","149"
"incongruent","1","2","4","a","2006","6","149"
"incongruent","1","4","4","a","1647","8","149"
"incongruent","1","3","3","a","1599","6","149"
"congruent","1","1","5","a","950","4","149"
"incongruent","1","2","2","a","834","4","149"
"incongruent","1","1","3","l","795","2","149"
"incongruent","1","2","4","l","1211","2","149"
"congruent","1","1","4","l","946","5","149"
"congruent","1","4","7","a","702","3","149"
"incongruent","1","3","4","a","1257","7","149"
"incongruent","1","2","5","l","861","3","149"
"incongruent","1","1","5","l","1048","4","149"
"incongruent","1","3","2","a","622","5","149"
"incongruent","1","2","3","a","1020","5","149"
"congruent","1","3","3","l","636","6","149"
"congruent","1","2","5","a","654","3","149"
"incongruent","1","4","6","l","863","2","149"
"congruent","1","3","3","l","770","6","149"
"congruent","1","1","4","a","605","3","149"
"congruent","1","3","2","l","596","5","149"
"congruent","1","3","7","a","583","4","149"
"incongruent","1","3","4","a","1199","7","149"
"congruent","1","4","6","a","728","2","149"
"incongruent","1","2","4","a","682","6","149"
"congruent","1","3","6","a","609","3","149"
"congruent","1","4","4","l","645","8","149"
"incongruent","1","2","4","l","1040","2","149"
"congruent","1","4","2","l","761","6","149"
"congruent","1","1","3","l","897","4","149"
"incongruent","1","2","6","l","602","4","149"
"congruent","1","3","7","a","487","4","149"
"congruent","1","3","4","l","578","7","149"
"congruent","1","4","3","l","769","7","149"
"incongruent","1","4","8","l","832","4","149"
"congruent","1","1","2","l","994","3","149"
"congruent","1","3","6","a","678","3","149"
"incongruent","1","4","6","l","712","2","149"
"congruent","1","1","3","a","456","2","149"
"incongruent","1","4","3","a","1237","7","149"
"incongruent","1","3","7","l","723","4","149"
"congruent","1","4","8","a","650","4","149"
"incongruent","1","1","4","l","749","3","149"
"congruent","1","2","4","a","1093","2","149"
"congruent","1","2","3","l","740","5","149"
"incongruent","1","1","3","a","1022","4","149"
"incongruent","1","2","6","l","772","4","149"
"congruent","1","2","3","l","898","5","149"
"incongruent","1","1","2","a","743","3","149"
"congruent","1","3","5","a","1039","2","149"
"incongruent","1","2","3","a","1086","5","149"
"incongruent","1","1","4","a","920","5","149"
"incongruent","1","4","2","a","887","6","149"
"incongruent","1","1","3","l","573","2","149"
"congruent","1","2","6","a","550","4","149"
"congruent","1","4","4","l","673","8","149"
"congruent","1","2","4","l","1192","6","149"
"congruent","1","2","4","a","614","2","149"
"incongruent","1","2","2","a","832","4","149"
"incongruent","1","2","5","l","622","3","149"
"incongruent","1","3","7","l","924","4","149"
"incongruent","1","3","3","a","773","6","149"
"incongruent","1","1","5","l","645","4","149"
"congruent","1","4","3","l","858","7","149"
"incongruent","1","4","7","l","855","3","149"
"incongruent","1","4","7","l","875","3","149"
"congruent","1","1","4","l","704","5","149"
