"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"incongruent","1","1","5","l","958","4","146"
"incongruent","1","3","5","l","701","2","146"
"congruent","1","1","5","a","673","4","146"
"congruent","1","1","4","a","587","3","146"
"incongruent","1","1","4","l","926","3","146"
"congruent","1","2","4","l","647","6","146"
"incongruent","1","3","7","l","722","4","146"
"congruent","1","1","4","a","537","3","146"
"incongruent","1","3","2","a","589","5","146"
"incongruent","1","3","6","l","581","3","146"
"congruent","1","1","5","a","526","4","146"
"incongruent","1","1","4","a","594","5","146"
"incongruent","1","1","4","a","635","5","146"
"congruent","1","4","7","a","533","3","146"
"incongruent","1","4","4","a","857","8","146"
"congruent","1","1","3","a","621","2","146"
"incongruent","1","4","7","l","643","3","146"
"incongruent","1","3","2","a","607","5","146"
"congruent","0","2","5","l","587","3","146"
"congruent","1","1","3","a","654","2","146"
"incongruent","1","2","4","l","730","2","146"
"congruent","1","3","5","a","768","2","146"
"congruent","1","1","4","l","599","5","146"
"incongruent","1","1","2","a","749","3","146"
"congruent","1","4","8","a","674","4","146"
"congruent","1","4","3","l","682","7","146"
"incongruent","1","1","3","l","746","2","146"
"incongruent","1","2","3","a","887","5","146"
"congruent","1","2","5","a","863","3","146"
"incongruent","1","2","2","a","1005","4","146"
"incongruent","1","4","3","a","877","7","146"
"incongruent","1","4","6","l","590","2","146"
"incongruent","1","2","4","l","763","2","146"
"congruent","1","2","6","a","465","4","146"
"congruent","1","4","3","l","774","7","146"
"incongruent","1","2","2","a","1206","4","146"
"congruent","1","3","7","a","754","4","146"
"incongruent","1","2","5","l","693","3","146"
"incongruent","1","3","7","l","819","4","146"
"incongruent","1","2","4","a","621","6","146"
"incongruent","1","4","2","a","758","6","146"
"congruent","1","1","4","l","653","5","146"
"incongruent","1","2","3","a","508","5","146"
"incongruent","1","4","6","l","479","2","146"
"congruent","1","3","2","l","745","5","146"
"incongruent","1","2","5","l","522","3","146"
"congruent","1","3","4","l","517","7","146"
"congruent","1","1","2","l","467","3","146"
"congruent","1","2","6","a","415","4","146"
"incongruent","1","4","8","l","474","4","146"
"congruent","1","3","4","l","435","7","146"
"congruent","1","4","7","a","358","3","146"
"incongruent","1","3","4","a","587","7","146"
"incongruent","1","1","3","a","636","4","146"
"congruent","1","4","6","a","562","2","146"
"congruent","1","3","7","a","729","4","146"
"congruent","1","3","3","l","525","6","146"
"incongruent","1","1","2","a","521","3","146"
"congruent","1","4","6","a","554","2","146"
"incongruent","1","3","6","l","647","3","146"
"congruent","1","4","8","a","495","4","146"
"incongruent","1","4","2","a","659","6","146"
"incongruent","1","1","4","l","441","3","146"
"congruent","1","4","2","l","467","6","146"
"congruent","1","2","4","a","512","2","146"
"congruent","1","3","5","a","451","2","146"
"congruent","1","2","4","a","555","2","146"
"congruent","1","3","6","a","661","3","146"
"congruent","1","1","2","l","732","3","146"
"incongruent","1","4","4","a","703","8","146"
"congruent","1","4","2","l","686","6","146"
