"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"congruent","1","2","4","l","866","6","142"
"congruent","1","4","6","a","484","2","142"
"congruent","1","4","3","l","514","7","142"
"incongruent","1","2","4","l","636","2","142"
"congruent","1","3","4","l","945","7","142"
"congruent","1","3","4","l","629","7","142"
"congruent","1","1","3","l","523","4","142"
"incongruent","1","3","2","a","679","5","142"
"incongruent","1","4","7","l","484","3","142"
"incongruent","1","4","4","a","606","8","142"
"incongruent","1","4","8","l","440","4","142"
"incongruent","1","1","3","l","691","2","142"
"congruent","1","3","3","l","516","6","142"
"incongruent","1","3","4","a","607","7","142"
"congruent","1","4","7","a","507","3","142"
"congruent","1","3","2","l","424","5","142"
"incongruent","1","2","6","l","540","4","142"
"incongruent","1","2","5","l","581","3","142"
"congruent","1","4","6","a","425","2","142"
"incongruent","0","1","2","l","509","3","142"
"congruent","1","4","8","a","695","4","142"
"incongruent","1","4","8","l","510","4","142"
"congruent","1","1","2","l","508","3","142"
"incongruent","1","4","2","a","799","6","142"
"incongruent","1","4","2","a","985","6","142"
"congruent","1","1","3","a","755","2","142"
"congruent","1","2","2","l","479","4","142"
"congruent","1","3","7","a","419","4","142"
"incongruent","1","3","7","l","562","4","142"
"incongruent","1","3","3","a","569","6","142"
"incongruent","1","2","3","a","560","5","142"
"incongruent","1","1","5","l","479","4","142"
"congruent","1","1","4","a","419","3","142"
"incongruent","1","3","5","l","773","2","142"
"congruent","1","2","2","l","571","4","142"
"congruent","1","1","2","l","875","3","142"
"congruent","1","2","6","a","536","4","142"
"congruent","1","2","4","l","408","6","142"
"congruent","1","4","3","l","539","7","142"
"congruent","1","2","5","a","487","3","142"
"incongruent","1","4","6","l","425","2","142"
"incongruent","1","3","5","l","564","2","142"
"incongruent","1","1","3","a","559","4","142"
"congruent","1","4","8","a","675","4","142"
"incongruent","1","2","2","a","955","4","142"
"congruent","1","4","2","l","447","6","142"
"incongruent","1","3","6","l","777","3","142"
"congruent","1","2","3","l","460","5","142"
"congruent","1","3","6","a","446","3","142"
"incongruent","1","2","5","l","549","3","142"
"incongruent","1","4","3","a","808","7","142"
"congruent","1","4","7","a","700","3","142"
"incongruent","1","2","4","a","738","6","142"
"incongruent","1","1","5","l","493","4","142"
"incongruent","1","2","3","a","492","5","142"
"congruent","1","1","4","l","454","5","142"
"congruent","1","2","5","a","464","3","142"
"congruent","1","1","4","a","538","3","142"
"congruent","1","3","5","a","538","2","142"
"congruent","1","4","4","l","407","8","142"
"congruent","1","3","2","l","508","5","142"
"incongruent","1","1","4","l","636","3","142"
"incongruent","1","1","4","a","539","5","142"
"congruent","1","3","5","a","506","2","142"
"incongruent","1","3","7","l","514","4","142"
"congruent","1","3","3","l","532","6","142"
"incongruent","1","2","4","l","428","2","142"
"congruent","1","2","3","l","519","5","142"
"incongruent","1","1","4","a","448","5","142"
"incongruent","0","1","2","l","1013","3","142"
"incongruent","1","1","4","l","1491","3","142"
"congruent","1","4","4","l","442","8","142"
"congruent","1","1","3","a","567","2","142"
"congruent","1","1","5","a","602","4","142"
"incongruent","1","1","3","a","604","4","142"
"congruent","1","4","2","l","477","6","142"
"incongruent","1","3","2","a","527","5","142"
"incongruent","1","3","4","a","610","7","142"
"incongruent","1","3","3","a","531","6","142"
"congruent","1","3","6","a","481","3","142"
"congruent","1","1","4","l","422","5","142"
"congruent","1","1","5","a","431","4","142"
"incongruent","1","4","6","l","550","2","142"
"incongruent","1","2","2","a","392","4","142"
"congruent","1","2","4","a","505","2","142"
"congruent","1","2","6","a","532","4","142"
"incongruent","1","2","6","l","542","4","142"
"incongruent","1","4","3","a","494","7","142"
"incongruent","1","2","4","a","595","6","142"
"incongruent","1","3","6","l","542","3","142"
"incongruent","1","4","4","a","559","8","142"
"congruent","1","3","7","a","530","4","142"
"incongruent","1","1","3","l","814","2","142"
"incongruent","1","4","7","l","523","3","142"
"congruent","1","2","4","a","472","2","142"
"congruent","1","1","3","l","452","4","142"
"incongruent","1","3","7","l","597","4","142"
"congruent","1","4","3","l","494","7","142"
"incongruent","1","4","7","l","457","3","142"
"incongruent","1","1","4","l","567","3","142"
"incongruent","1","1","3","a","462","4","142"
"congruent","1","2","4","a","466","2","142"
"incongruent","0","3","3","l","556","6","142"
"incongruent","1","3","6","l","654","3","142"
"congruent","1","4","2","l","522","6","142"
"incongruent","1","1","4","l","648","3","142"
"incongruent","1","3","4","a","512","7","142"
"congruent","1","2","3","l","526","5","142"
"congruent","1","4","8","a","464","4","142"
"congruent","1","4","2","l","452","6","142"
"congruent","1","3","7","a","487","4","142"
"congruent","1","3","5","a","538","2","142"
"incongruent","1","3","2","a","580","5","142"
"congruent","1","1","4","a","528","3","142"
"congruent","1","2","5","a","612","3","142"
"congruent","1","2","5","a","481","3","142"
"incongruent","1","1","5","l","508","4","142"
"incongruent","1","2","6","l","762","4","142"
"incongruent","1","2","4","a","495","6","142"
"incongruent","1","2","6","l","578","4","142"
"incongruent","1","3","5","l","528","2","142"
"incongruent","1","3","3","a","548","6","142"
"incongruent","1","2","2","a","537","4","142"
"congruent","1","1","4","a","553","3","142"
"congruent","1","4","6","A","684","2","142"
"incongruent","1","4","6","l","1540","2","142"
"incongruent","1","1","5","l","582","4","142"
"congruent","1","3","4","l","612","7","142"
"congruent","1","4","6","a","422","2","142"
"incongruent","0","1","3","l","415","4","142"
"incongruent","1","4","4","a","890","8","142"
"incongruent","1","3","4","a","1096","7","142"
"incongruent","1","1","2","a","536","3","142"
"congruent","1","2","2","l","406","4","142"
"incongruent","1","1","4","a","726","5","142"
"incongruent","1","4","2","a","633","6","142"
"congruent","1","3","2","l","460","5","142"
"incongruent","1","4","3","a","895","7","142"
"incongruent","1","1","2","a","587","3","142"
"congruent","1","3","6","a","560","3","142"
"incongruent","1","1","4","a","533","5","142"
"incongruent","1","4","3","a","887","7","142"
"incongruent","1","2","5","l","541","3","142"
"incongruent","1","2","3","a","607","5","142"
"congruent","1","3","3","l","549","6","142"
"incongruent","1","3","6","l","1054","3","142"
"incongruent","1","3","5","l","728","2","142"
"congruent","1","4","3","l","562","7","142"
"incongruent","0","2","4","a","671","2","142"
"congruent","1","4","7","a","1184","3","142"
"congruent","1","3","7","a","820","4","142"
"incongruent","1","2","2","a","1306","4","142"
"incongruent","1","3","7","l","489","4","142"
"congruent","1","2","4","l","482","6","142"
"congruent","1","2","3","l","499","5","142"
"congruent","1","4","7","a","925","3","142"
"congruent","1","1","4","l","445","5","142"
"congruent","1","3","3","l","520","6","142"
"congruent","1","1","3","l","434","4","142"
"congruent","1","2","6","a","518","4","142"
"congruent","1","1","5","a","690","4","142"
"incongruent","1","4","4","a","968","8","142"
"incongruent","1","2","5","l","564","3","142"
"congruent","1","3","4","l","515","7","142"
"congruent","0","1","2","a","472","3","142"
"congruent","1","3","2","l","548","5","142"
"incongruent","1","2","4","l","554","2","142"
