"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"incongruent","1","4","3","a","1394","7","117"
"congruent","1","1","4","l","1011","5","117"
"incongruent","1","2","2","a","678","4","117"
"incongruent","1","4","7","l","993","3","117"
"congruent","1","2","5","a","683","3","117"
"incongruent","1","3","7","l","2314","4","117"
"incongruent","1","4","4","a","670","8","117"
"incongruent","1","3","4","a","967","7","117"
"congruent","1","3","4","l","594","7","117"
"congruent","1","1","3","a","750","2","117"
"incongruent","1","4","4","a","852","8","117"
"incongruent","1","1","3","l","623","2","117"
"incongruent","1","3","3","a","647","6","117"
"congruent","1","2","4","l","549","6","117"
"congruent","1","3","3","l","670","6","117"
"congruent","1","3","6","a","581","3","117"
"congruent","1","4","2","l","606","6","117"
"incongruent","1","1","3","a","520","4","117"
"congruent","1","3","7","a","760","4","117"
"incongruent","1","1","2","a","679","3","117"
"incongruent","1","4","3","a","772","7","117"
"incongruent","1","4","7","l","947","3","117"
"congruent","1","2","4","a","752","2","117"
"incongruent","1","2","3","a","789","5","117"
"incongruent","1","4","6","l","769","2","117"
"incongruent","1","2","4","l","979","2","117"
"incongruent","1","1","4","a","519","5","117"
"congruent","1","4","3","l","654","7","117"
"incongruent","1","2","4","a","535","6","117"
"incongruent","1","3","7","l","1126","4","117"
"congruent","1","2","2","l","1002","4","117"
"congruent","1","4","4","l","842","8","117"
"congruent","1","3","5","a","1232","2","117"
"congruent","1","4","4","l","605","8","117"
"congruent","1","1","5","a","654","4","117"
"congruent","1","1","3","l","626","4","117"
"congruent","1","4","7","a","585","3","117"
"congruent","1","1","4","l","544","5","117"
"congruent","1","2","2","l","729","4","117"
"congruent","1","4","6","a","476","2","117"
"incongruent","1","1","3","l","467","2","117"
"congruent","1","1","2","l","778","3","117"
"congruent","1","3","6","a","648","3","117"
"incongruent","1","2","4","l","687","2","117"
"incongruent","1","4","6","l","655","2","117"
"incongruent","1","1","4","l","555","3","117"
"congruent","1","2","5","a","520","3","117"
"incongruent","1","4","2","a","872","6","117"
"congruent","1","4","3","l","614","7","117"
"congruent","1","4","6","a","601","2","117"
"incongruent","1","4","2","a","873","6","117"
"congruent","1","3","3","l","597","6","117"
"congruent","1","1","3","a","544","2","117"
"incongruent","1","3","5","l","711","2","117"
"congruent","1","4","8","a","556","4","117"
"congruent","1","2","3","l","532","5","117"
"incongruent","1","1","4","l","673","3","117"
"incongruent","1","3","4","a","422","7","117"
"incongruent","1","3","6","l","589","3","117"
"congruent","1","1","3","l","919","4","117"
"incongruent","1","1","3","a","399","4","117"
"incongruent","1","1","2","a","596","3","117"
"congruent","1","3","2","l","541","5","117"
"congruent","1","4","2","l","533","6","117"
"congruent","1","3","4","l","699","7","117"
"incongruent","0","4","8","a","634","4","117"
"incongruent","1","1","4","a","710","5","117"
"incongruent","1","2","5","l","728","3","117"
"incongruent","0","2","6","a","558","4","117"
"congruent","1","2","4","l","754","6","117"
"incongruent","1","2","4","a","737","6","117"
"congruent","1","4","7","a","797","3","117"
"congruent","1","1","2","l","565","3","117"
"congruent","1","3","2","l","817","5","117"
"congruent","1","1","4","a","534","3","117"
"congruent","1","2","6","a","573","4","117"
"congruent","1","2","6","a","518","4","117"
"congruent","1","1","5","a","849","4","117"
"incongruent","1","3","2","a","800","5","117"
"incongruent","1","2","2","a","573","4","117"
"congruent","1","4","8","a","570","4","117"
"congruent","1","3","5","a","723","2","117"
"incongruent","1","3","5","l","791","2","117"
"congruent","1","1","4","a","514","3","117"
"congruent","1","3","7","a","922","4","117"
"incongruent","1","3","2","a","530","5","117"
"congruent","1","2","4","a","513","2","117"
"incongruent","1","2","6","l","799","4","117"
"congruent","1","2","3","l","617","5","117"
"incongruent","1","2","5","l","676","3","117"
"incongruent","1","3","3","a","518","6","117"
"incongruent","1","3","6","l","674","3","117"
"incongruent","1","4","8","l","1113","4","117"
"incongruent","1","1","5","l","754","4","117"
