"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"congruent","1","1","3","l","1298","4","125"
"congruent","1","1","3","a","583","2","125"
"incongruent","1","1","3","l","764","2","125"
"incongruent","1","2","3","a","422","5","125"
"congruent","1","2","4","l","598","6","125"
"congruent","1","1","4","a","439","3","125"
"incongruent","1","2","4","a","529","6","125"
"congruent","1","4","2","l","477","6","125"
"incongruent","1","1","4","l","423","3","125"
"incongruent","1","2","6","l","713","4","125"
"incongruent","1","1","3","a","544","4","125"
"incongruent","1","2","4","a","465","6","125"
"congruent","1","1","2","l","429","3","125"
"congruent","1","3","3","l","735","6","125"
"incongruent","1","3","7","l","681","4","125"
"incongruent","1","3","3","a","591","6","125"
"congruent","1","4","7","a","498","3","125"
"incongruent","1","4","6","l","575","2","125"
"incongruent","1","2","2","a","544","4","125"
"congruent","1","3","4","l","433","7","125"
"incongruent","1","3","6","l","580","3","125"
"congruent","1","4","7","a","463","3","125"
"incongruent","1","3","5","l","476","2","125"
"congruent","1","1","4","l","433","5","125"
"congruent","1","4","2","l","475","6","125"
"incongruent","1","3","2","a","679","5","125"
"incongruent","1","4","7","l","565","3","125"
"congruent","1","1","3","l","497","4","125"
"congruent","1","4","3","l","457","7","125"
"incongruent","1","3","7","l","584","4","125"
"incongruent","1","4","4","a","459","8","125"
"congruent","1","2","5","a","466","3","125"
"congruent","1","3","7","a","476","4","125"
"congruent","1","1","4","a","368","3","125"
"congruent","1","2","4","l","554","6","125"
"incongruent","1","3","3","a","510","6","125"
"congruent","1","3","2","l","458","5","125"
"incongruent","1","2","6","l","574","4","125"
"incongruent","1","2","3","a","515","5","125"
"congruent","1","4","4","l","468","8","125"
"congruent","1","2","6","a","430","4","125"
"congruent","1","4","6","a","434","2","125"
"incongruent","1","2","5","l","437","3","125"
"incongruent","1","4","4","a","401","8","125"
"congruent","1","2","5","a","553","3","125"
"congruent","1","1","5","a","391","4","125"
"incongruent","1","1","4","a","437","5","125"
"congruent","1","4","8","a","438","4","125"
