"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"incongruent","1","4","6","l","2343","2","114"
"congruent","1","3","4","l","925","7","114"
"incongruent","1","2","3","a","996","5","114"
"incongruent","1","4","7","l","843","3","114"
"congruent","1","1","4","a","796","3","114"
"congruent","1","4","4","l","926","8","114"
"incongruent","1","3","3","a","1036","6","114"
"congruent","1","1","4","a","1307","3","114"
"incongruent","1","1","3","l","1229","2","114"
"congruent","1","1","3","l","825","4","114"
"incongruent","1","4","6","l","810","2","114"
"congruent","1","2","3","l","802","5","114"
"incongruent","1","4","3","a","997","7","114"
"incongruent","1","2","3","a","977","5","114"
"incongruent","1","4","4","a","777","8","114"
"incongruent","1","2","4","l","589","2","114"
"incongruent","1","4","2","a","1548","6","114"
"congruent","1","1","3","l","636","4","114"
"congruent","1","4","8","a","824","4","114"
"incongruent","1","1","3","a","493","4","114"
"congruent","1","4","7","a","640","3","114"
"incongruent","1","2","5","l","1620","3","114"
"congruent","1","3","7","a","775","4","114"
"incongruent","1","3","5","l","549","2","114"
"congruent","1","3","3","l","738","6","114"
"incongruent","1","1","4","a","796","5","114"
"congruent","1","3","7","a","498","4","114"
"incongruent","1","4","2","a","1390","6","114"
"congruent","1","4","2","l","1012","6","114"
"congruent","1","2","2","l","594","4","114"
"congruent","1","1","3","a","868","2","114"
"incongruent","1","3","6","l","828","3","114"
"congruent","1","2","5","a","950","3","114"
"incongruent","1","3","7","l","629","4","114"
"congruent","1","3","3","l","785","6","114"
"congruent","1","1","3","a","774","2","114"
"incongruent","1","1","4","l","691","3","114"
"incongruent","1","3","7","l","578","4","114"
"incongruent","1","1","2","a","657","3","114"
"incongruent","1","4","8","l","846","4","114"
"incongruent","1","2","2","a","703","4","114"
"congruent","1","2","3","l","557","5","114"
"congruent","1","1","2","l","667","3","114"
"incongruent","1","3","2","a","860","5","114"
"incongruent","1","1","5","l","996","4","114"
"congruent","1","4","6","a","495","2","114"
"congruent","1","4","7","a","729","3","114"
"incongruent","1","3","4","a","819","7","114"
"incongruent","1","2","5","l","726","3","114"
"incongruent","1","3","6","l","826","3","114"
"congruent","1","2","2","l","656","4","114"
"incongruent","1","2","6","l","690","4","114"
"congruent","1","3","2","l","675","5","114"
"congruent","1","1","4","l","1925","5","114"
"incongruent","1","3","4","a","701","7","114"
"congruent","1","3","2","l","883","5","114"
"incongruent","1","1","4","a","1229","5","114"
"incongruent","1","2","6","l","726","4","114"
"congruent","1","2","6","a","739","4","114"
"congruent","1","4","3","l","944","7","114"
"congruent","1","2","4","l","553","6","114"
"incongruent","1","2","2","a","1060","4","114"
"incongruent","1","4","8","l","1299","4","114"
"congruent","1","2","4","l","953","6","114"
"incongruent","1","2","4","a","718","6","114"
"congruent","1","1","2","l","844","3","114"
"congruent","1","3","6","a","1028","3","114"
"incongruent","1","3","3","a","672","6","114"
"incongruent","1","1","5","l","788","4","114"
"incongruent","1","1","3","l","1148","2","114"
"incongruent","1","1","3","a","735","4","114"
"incongruent","1","3","2","a","1384","5","114"
"congruent","1","4","8","a","914","4","114"
"congruent","1","1","5","a","1037","4","114"
"congruent","1","2","6","a","1493","4","114"
"congruent","1","2","4","a","1175","2","114"
"incongruent","1","1","4","l","797","3","114"
"congruent","1","4","2","l","1167","6","114"
"congruent","1","1","5","a","686","4","114"
"incongruent","1","1","2","a","590","3","114"
"congruent","1","3","5","a","586","2","114"
"incongruent","1","4","7","l","843","3","114"
"incongruent","1","4","3","a","2314","7","114"
"congruent","1","2","5","a","1113","3","114"
"incongruent","1","2","4","l","645","2","114"
"congruent","1","4","3","l","520","7","114"
"congruent","1","4","4","l","554","8","114"
"incongruent","1","2","4","a","603","6","114"
"congruent","1","1","4","l","1018","5","114"
"congruent","1","3","5","a","521","2","114"
"congruent","1","2","4","a","604","2","114"
"congruent","1","3","4","l","510","7","114"
"incongruent","1","3","5","l","643","2","114"
"incongruent","1","4","4","a","1107","8","114"
"congruent","1","4","6","a","561","2","114"
"congruent","1","3","6","a","561","3","114"
"congruent","1","2","6","a","927","4","114"
"incongruent","1","3","6","l","655","3","114"
"incongruent","1","4","8","l","522","4","114"
"incongruent","1","4","6","l","648","2","114"
"incongruent","1","2","2","a","653","4","114"
"congruent","1","3","4","l","564","7","114"
"incongruent","1","1","5","l","981","4","114"
"congruent","1","3","7","a","443","4","114"
"congruent","1","3","6","a","2637","3","114"
"incongruent","1","1","2","a","1262","3","114"
"incongruent","1","3","5","l","556","2","114"
"incongruent","1","2","6","l","629","4","114"
"incongruent","1","2","5","l","610","3","114"
"congruent","1","4","6","a","914","2","114"
"congruent","1","4","4","l","569","8","114"
"congruent","1","3","5","a","965","2","114"
"congruent","1","2","4","l","525","6","114"
"congruent","1","1","3","l","452","4","114"
"congruent","1","4","7","a","729","3","114"
"incongruent","1","4","8","l","678","4","114"
"congruent","1","3","7","a","630","4","114"
"congruent","1","1","5","a","720","4","114"
"congruent","1","1","4","l","548","5","114"
"incongruent","0","3","4","l","529","7","114"
"incongruent","1","1","3","a","3312","4","114"
"incongruent","1","3","2","a","852","5","114"
"congruent","1","2","4","a","614","2","114"
"congruent","1","1","3","a","962","2","114"
"incongruent","1","1","5","l","924","4","114"
"incongruent","1","2","4","l","714","2","114"
"congruent","1","4","7","a","622","3","114"
"congruent","1","3","3","l","709","6","114"
"incongruent","1","4","4","a","629","8","114"
"incongruent","1","3","7","l","661","4","114"
"incongruent","0","4","3","l","607","7","114"
"congruent","1","3","2","l","1696","5","114"
"congruent","1","4","8","a","1118","4","114"
"incongruent","1","1","4","a","1141","5","114"
"incongruent","1","3","2","a","1261","5","114"
"incongruent","1","4","4","a","1421","8","114"
"incongruent","1","2","3","a","1173","5","114"
"congruent","1","4","4","l","777","8","114"
"incongruent","1","1","3","l","712","2","114"
"incongruent","1","2","5","l","799","3","114"
"incongruent","1","1","4","a","844","5","114"
"incongruent","1","3","6","l","1036","3","114"
"congruent","1","2","2","l","671","4","114"
"congruent","1","4","2","l","786","6","114"
"congruent","1","1","4","a","946","3","114"
"incongruent","1","2","4","l","593","2","114"
"congruent","1","4","6","a","601","2","114"
"congruent","1","3","3","l","636","6","114"
"congruent","1","1","3","a","948","2","114"
"congruent","1","3","5","a","650","2","114"
"incongruent","1","1","3","a","1789","4","114"
"congruent","1","2","3","l","698","5","114"
"incongruent","1","2","4","a","811","6","114"
"incongruent","1","4","7","l","549","3","114"
"congruent","1","2","5","a","605","3","114"
"congruent","1","2","2","l","565","4","114"
"incongruent","1","4","3","a","1480","7","114"
"incongruent","1","3","7","l","838","4","114"
"congruent","1","4","2","l","641","6","114"
"congruent","1","1","4","a","1164","3","114"
"incongruent","1","1","4","l","716","3","114"
"incongruent","1","1","4","l","1295","3","114"
"congruent","1","2","3","l","697","5","114"
"congruent","1","3","2","l","578","5","114"
"incongruent","1","1","3","l","1066","2","114"
"incongruent","1","2","3","a","634","5","114"
"incongruent","0","4","7","a","929","3","114"
"incongruent","1","4","2","a","3279","6","114"
"incongruent","1","4","2","a","703","6","114"
"congruent","1","1","2","l","827","3","114"
"congruent","1","4","3","l","1137","7","114"
"incongruent","1","3","3","a","943","6","114"
"congruent","1","1","5","a","1312","4","114"
"congruent","1","3","6","a","702","3","114"
"congruent","1","4","3","l","636","7","114"
"incongruent","1","4","6","l","816","2","114"
"incongruent","1","2","2","a","1244","4","114"
"congruent","1","2","6","a","1128","4","114"
"congruent","1","3","4","l","645","7","114"
"incongruent","1","2","6","l","538","4","114"
"congruent","1","1","3","l","658","4","114"
"incongruent","1","3","4","a","741","7","114"
"incongruent","1","1","2","a","1156","3","114"
"congruent","1","2","5","a","1173","3","114"
"congruent","1","2","4","a","865","2","114"
"incongruent","1","2","4","a","1076","6","114"
"congruent","1","1","4","l","810","5","114"
"incongruent","1","3","5","l","777","2","114"
"congruent","1","1","2","l","633","3","114"
"congruent","1","2","4","l","1063","6","114"
"incongruent","1","3","3","a","924","6","114"
"congruent","1","4","8","a","783","4","114"
"congruent","1","3","7","a","1022","4","114"
"incongruent","1","4","8","l","848","4","114"
"congruent","1","4","7","a","1227","3","114"
"congruent","1","1","2","l","607","3","114"
"incongruent","1","2","4","a","904","6","114"
"congruent","1","2","3","l","643","5","114"
"incongruent","1","1","4","a","744","5","114"
"congruent","1","3","5","a","595","2","114"
"congruent","1","2","6","a","606","4","114"
"incongruent","1","4","3","a","788","7","114"
"congruent","1","2","2","l","722","4","114"
"incongruent","1","2","4","l","599","2","114"
"congruent","1","1","4","a","740","3","114"
"congruent","1","1","3","a","712","2","114"
"incongruent","1","4","4","a","937","8","114"
"congruent","1","2","4","l","750","6","114"
"congruent","1","4","3","l","830","7","114"
"congruent","1","3","3","l","807","6","114"
"incongruent","1","4","7","l","1183","3","114"
"congruent","1","2","4","a","787","2","114"
"incongruent","1","3","5","l","841","2","114"
"incongruent","1","2","5","l","753","3","114"
"incongruent","1","1","3","l","824","2","114"
"congruent","1","2","4","l","888","6","114"
"congruent","1","2","5","a","683","3","114"
"congruent","1","3","6","a","750","3","114"
"congruent","1","1","4","l","627","5","114"
"congruent","1","4","2","l","689","6","114"
"incongruent","1","1","4","a","715","5","114"
"incongruent","1","4","2","a","998","6","114"
"congruent","1","3","2","l","699","5","114"
"incongruent","1","2","2","a","787","4","114"
"congruent","1","3","3","l","565","6","114"
"congruent","1","4","8","a","594","4","114"
"congruent","1","3","5","a","823","2","114"
"incongruent","1","3","7","l","1004","4","114"
"incongruent","1","1","4","l","950","3","114"
"incongruent","1","1","2","a","629","3","114"
"congruent","1","1","4","a","846","3","114"
"incongruent","1","3","6","l","842","3","114"
"incongruent","1","4","7","l","928","3","114"
"congruent","1","1","4","l","727","5","114"
"incongruent","1","4","8","l","783","4","114"
"incongruent","1","3","5","l","696","2","114"
"incongruent","1","1","5","l","756","4","114"
"congruent","1","1","5","a","700","4","114"
"congruent","1","2","2","l","691","4","114"
"incongruent","1","1","3","a","700","4","114"
