"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"congruent","1","1","3","a","1568","2","108"
"incongruent","1","3","3","a","1123","6","108"
"congruent","1","2","5","a","978","3","108"
"congruent","1","3","2","l","605","5","108"
"incongruent","1","4","2","a","800","6","108"
"congruent","1","1","4","a","714","3","108"
"incongruent","1","1","2","a","715","3","108"
"incongruent","1","4","2","a","710","6","108"
"incongruent","1","4","6","l","474","2","108"
"congruent","1","4","4","l","532","8","108"
"incongruent","1","2","2","a","503","4","108"
"incongruent","1","4","4","a","753","8","108"
"incongruent","1","3","4","a","597","7","108"
"incongruent","1","1","4","l","461","3","108"
"incongruent","1","1","5","l","491","4","108"
"incongruent","1","4","4","a","487","8","108"
"congruent","1","2","6","a","698","4","108"
"congruent","1","3","5","a","959","2","108"
"incongruent","1","1","3","l","509","2","108"
"congruent","1","3","6","a","452","3","108"
"incongruent","1","2","4","a","605","6","108"
"incongruent","1","1","4","a","630","5","108"
"congruent","1","3","4","l","391","7","108"
"congruent","1","1","3","l","453","4","108"
"congruent","1","3","6","a","424","3","108"
"incongruent","1","2","5","l","478","3","108"
"incongruent","1","2","5","l","474","3","108"
"congruent","1","4","8","a","416","4","108"
"congruent","1","3","4","l","391","7","108"
"incongruent","1","1","3","a","407","4","108"
"incongruent","1","3","2","a","436","5","108"
"congruent","1","4","3","l","398","7","108"
"congruent","1","2","2","l","450","4","108"
"congruent","1","4","7","a","340","3","108"
"incongruent","1","3","4","a","725","7","108"
"congruent","1","4","2","l","388","6","108"
"incongruent","1","3","7","l","494","4","108"
"congruent","1","3","3","l","413","6","108"
"congruent","1","1","4","l","436","5","108"
"congruent","1","3","2","l","592","5","108"
"congruent","1","2","4","l","492","6","108"
"congruent","1","4","3","l","426","7","108"
"incongruent","1","4","7","l","475","3","108"
"congruent","1","2","4","a","436","2","108"
"congruent","1","2","6","a","419","4","108"
"congruent","1","4","4","l","396","8","108"
"incongruent","1","2","3","a","541","5","108"
"incongruent","1","2","2","a","466","4","108"
"incongruent","1","4","6","l","450","2","108"
"congruent","1","3","5","a","454","2","108"
"incongruent","1","1","4","l","508","3","108"
"incongruent","1","2","6","l","523","4","108"
"incongruent","1","3","5","l","451","2","108"
"congruent","1","1","4","l","459","5","108"
"incongruent","1","2","4","l","459","2","108"
"incongruent","0","4","7","a","450","3","108"
"congruent","1","1","5","a","659","4","108"
