"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"incongruent","1","4","7","l","3114","3","126"
"congruent","1","4","4","l","1516","8","126"
"congruent","1","1","3","a","742","2","126"
"congruent","1","1","2","l","1131","3","126"
"incongruent","1","1","5","l","978","4","126"
"congruent","1","1","2","l","770","3","126"
"congruent","1","1","4","l","817","5","126"
"incongruent","1","2","6","l","1000","4","126"
"incongruent","1","1","5","l","910","4","126"
"incongruent","1","2","4","a","987","6","126"
"incongruent","1","3","4","a","977","7","126"
"incongruent","1","4","3","a","856","7","126"
"congruent","1","4","8","a","810","4","126"
"congruent","1","2","6","a","995","4","126"
"congruent","1","1","3","l","927","4","126"
"incongruent","1","1","3","l","973","2","126"
"incongruent","1","2","2","a","696","4","126"
"incongruent","1","3","4","a","903","7","126"
"congruent","1","3","4","l","895","7","126"
"incongruent","1","4","2","a","749","6","126"
"congruent","1","1","5","a","767","4","126"
"incongruent","1","3","2","a","841","5","126"
"incongruent","1","2","3","a","697","5","126"
"incongruent","1","2","2","a","609","4","126"
"congruent","1","4","2","l","596","6","126"
"congruent","1","4","8","a","520","4","126"
"congruent","1","2","3","l","593","5","126"
"congruent","1","4","3","l","658","7","126"
"incongruent","1","3","5","l","690","2","126"
"congruent","1","4","7","a","567","3","126"
"incongruent","1","3","5","l","596","2","126"
"incongruent","1","4","4","a","477","8","126"
"congruent","1","2","4","a","656","2","126"
"congruent","1","2","5","a","736","3","126"
"congruent","1","3","7","a","496","4","126"
"incongruent","1","2","6","l","397","4","126"
"incongruent","1","4","6","l","500","2","126"
"congruent","1","3","2","l","491","5","126"
"incongruent","1","2","5","l","688","3","126"
"incongruent","1","3","3","a","482","6","126"
"congruent","1","4","6","a","488","2","126"
"incongruent","1","4","3","a","509","7","126"
"congruent","1","1","4","a","699","3","126"
"congruent","1","2","5","a","600","3","126"
"congruent","1","3","5","a","545","2","126"
"congruent","1","2","2","l","461","4","126"
"incongruent","1","3","6","l","545","3","126"
"congruent","1","4","3","l","450","7","126"
"incongruent","1","4","4","a","446","8","126"
"congruent","1","1","3","l","452","4","126"
"congruent","1","3","4","l","458","7","126"
"congruent","1","1","5","a","455","4","126"
"incongruent","1","1","3","l","460","2","126"
"incongruent","1","1","2","a","407","3","126"
"incongruent","1","3","7","l","613","4","126"
"incongruent","1","1","4","a","492","5","126"
"congruent","1","2","4","l","414","6","126"
"incongruent","1","2","4","l","467","2","126"
"incongruent","1","2","4","a","445","6","126"
"congruent","1","3","3","l","386","6","126"
"incongruent","1","3","3","a","526","6","126"
"incongruent","1","1","3","a","554","4","126"
"congruent","1","1","4","a","601","3","126"
"congruent","1","3","3","l","415","6","126"
"congruent","1","4","2","l","378","6","126"
"congruent","1","2","2","l","483","4","126"
"congruent","1","1","3","a","446","2","126"
"incongruent","1","3","7","l","430","4","126"
"incongruent","1","2","3","a","518","5","126"
"congruent","1","4","6","a","466","2","126"
"congruent","1","3","6","a","451","3","126"
"incongruent","1","1","2","a","792","3","126"
"incongruent","1","4","8","l","605","4","126"
"incongruent","1","1","4","a","372","5","126"
"congruent","1","3","2","l","421","5","126"
"incongruent","1","1","3","a","467","4","126"
"incongruent","1","4","6","l","387","2","126"
"incongruent","1","4","2","a","374","6","126"
